id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
34867871,英雄联盟：双城之战 第一季,,https://dou.img.lithub.cc/movie/34867871.jpg,2021-11-07(中国大陆),https://movie.douban.com/subject/34867871/,9,"动作,科幻,动画",5,,,2023-01-31 23:18:39,2021 / 美国 法国 / 动作 科幻 动画 冒险 / 帕斯卡尔·沙吕 阿诺德·德洛德 杰罗姆·科姆 / 艾拉·珀内尔 海莉·斯坦菲尔德
35162581,纸钞屋 第五季,,https://dou.img.lithub.cc/movie/35162581.jpg,2021-09-03(西班牙),https://movie.douban.com/subject/35162581/,9.3,"动作,悬疑,惊悚",5,,,2023-01-31 23:16:55,2021 / 西班牙 / 动作 悬疑 惊悚 犯罪 / 赫苏斯·科尔梅纳 科尔多·塞拉 / 乌苏拉·科尔维罗 纳瓦·尼姆利
35358449,1883,,https://dou.img.lithub.cc/movie/35358449.jpg,2021-12-19(美国),https://movie.douban.com/subject/35358449/,9,"剧情,西部",5,,,2023-01-31 23:13:27,2021 / 美国 / 剧情 西部 / 泰勒·谢里丹 克里斯蒂娜·沃罗斯 本·理查森 / 伊莎贝尔·梅 蒂姆·麦格罗
35235151,唐朝诡事录,,https://dou.img.lithub.cc/movie/35235151.jpg,2022-09-27(中国大陆),https://movie.douban.com/subject/35235151/,8.1,"悬疑,奇幻,武侠",4,,,2023-01-31 23:13:01,2022 / 中国大陆 / 悬疑 奇幻 武侠 古装 / 柏杉 / 杨旭文 杨志刚
35231822,梦华录,,https://dou.img.lithub.cc/movie/35231822.jpg,2022-06-02(中国大陆),https://movie.douban.com/subject/35231822/,7.9,"剧情,爱情,古装",3,,,2023-01-31 23:12:46,2022 / 中国大陆 / 剧情 爱情 古装 / 杨阳 / 刘亦菲 陈晓
35154050,黑袍纠察队 第三季,,https://dou.img.lithub.cc/movie/35154050.jpg,2022-06-03(美国),https://movie.douban.com/subject/35154050/,8.6,"剧情,动作,科幻",5,,,2023-01-31 23:11:46,2022 / 美国 / 剧情 动作 科幻 犯罪 / 菲利浦·斯格里西亚 / 卡尔·厄本 杰克·奎德
34796271,浴血黑帮 第六季,,https://dou.img.lithub.cc/movie/34796271.jpg,2022-02-27(英国),https://movie.douban.com/subject/34796271/,9.2,"剧情,犯罪",4,,,2023-01-31 23:11:20,2022 / 英国 / 剧情 犯罪 / 安东尼·拜恩 / 基里安·墨菲 娜塔莎·奥基弗
35088783,真相捕捉 第二季,,https://dou.img.lithub.cc/movie/35088783.jpg,2022-08-28(英国),https://movie.douban.com/subject/35088783/,9.3,"悬疑,惊悚,犯罪",5,,,2023-01-31 23:11:02,2022 / 英国 / 悬疑 惊悚 犯罪 / 詹姆斯·肯特 菲利帕·兰格戴尔 / 荷丽黛·格兰杰 帕帕·厄希度
27194292,怪奇物语 第四季,,https://dou.img.lithub.cc/movie/27194292.jpg,2022-05-27(美国),https://movie.douban.com/subject/27194292/,9.2,"剧情,恐怖,奇幻",5,,,2023-01-31 23:10:51,2022 / 美国 / 剧情 恐怖 奇幻 / 马特·达菲 罗斯·达菲 肖恩·利维 尼姆罗德·安陶尔 / 米莉·波比·布朗 薇诺娜·瑞德
34951007,风骚律师 第六季,,https://dou.img.lithub.cc/movie/34951007.jpg,2022-04-18(美国),https://movie.douban.com/subject/34951007/,9.7,"剧情,犯罪",5,,,2023-01-31 23:09:43,2022 / 美国 / 剧情 犯罪 / 迈克尔·莫里斯 戈登·史密斯 吉安卡罗·埃斯波西托 蕾亚·塞洪 皮特·古尔德 托马斯·施纳泽 文斯·吉利根 / 鲍勃·奥登科克 乔纳森·班克斯
25930137,闪亮女孩,,https://dou.img.lithub.cc/movie/25930137.jpg,2022-04-29(美国),https://movie.douban.com/subject/25930137/,8.5,"科幻,悬疑,惊悚",4,,,2023-01-31 23:08:25,2022 / 美国 / 科幻 悬疑 惊悚 / 米歇尔·麦克拉伦 戴纳·里德 伊丽莎白·莫斯 / 伊丽莎白·莫斯 杰米·贝尔
35209701,和平使者 第一季,,https://dou.img.lithub.cc/movie/35209701.jpg,2022-01-13(美国),https://movie.douban.com/subject/35209701/,8.7,"喜剧,动作,科幻",4,,,2023-01-31 23:08:13,2022 / 美国 / 喜剧 动作 科幻 犯罪 奇幻 冒险 / 詹姆斯·古恩 罗斯玛丽·罗德里格兹 布拉德·安德森 / 约翰·塞纳 丹妮尔·布鲁克斯
34885342,人生切割术 第一季,,https://dou.img.lithub.cc/movie/34885342.jpg,2022-02-18(美国),https://movie.douban.com/subject/34885342/,9,"剧情,科幻,悬疑",5,打算把第一季重新看一篇，不然第二季第一集完全看得云里雾里的～,,2023-01-31 23:07:11,2022 / 美国 / 剧情 科幻 悬疑 惊悚 / 本·斯蒂勒 伊费·麦卡德尔 / 亚当·斯科特 扎克·切利
35332289,开端,,https://dou.img.lithub.cc/movie/35332289.jpg,2022-01-11(中国大陆),https://movie.douban.com/subject/35332289/,7.9,剧情,4,,,2023-01-31 23:06:30,2022 / 中国大陆 / 剧情 / 孙墨龙 刘洪源 算 / 白敬亭 赵今麦
